timestamp,pod_name,cpu_usage,memory_usage,cpu_memory_ratio,target_metric
2024-08-03 20:03:46.450924,pod_1,-1.4485180013282586,-1.0014075142037908,-0.6162417725173901,4
2024-08-03 20:13:46.450924,pod_1,-0.43273245987146197,0.5035810883972365,-0.5870690742818997,3
2024-08-03 20:23:46.450924,pod_1,-0.07376209082929455,0.9157381956709142,-0.5640440199202961,2
2024-08-03 20:33:46.450924,pod_1,-0.8073352753545121,-0.7736513567129074,-0.33026976308601697,2
2024-08-03 20:43:46.450924,pod_1,1.2915434872771108,-0.21584836360795961,0.28784057360500986,4
2024-08-03 20:53:46.450924,pod_1,1.4419357159681194,0.4617193947917476,-0.028898252736873558,1
2024-08-03 21:03:46.450924,pod_1,-0.2992896717739475,0.9153026833567118,-0.6201756876650583,3
2024-08-03 21:13:46.450924,pod_1,0.5341977751199486,-1.2091817222058072,1.176132778996889,3
2024-08-03 21:23:46.450924,pod_1,1.0904076274441004,1.054100996713525,-0.3090495526817399,4
2024-08-03 21:33:46.450924,pod_1,0.8395944352855284,-0.18300622039971903,0.0869561157283017,2
2024-08-03 21:43:46.450924,pod_1,-1.416237635898617,-1.6623182297986279,0.14279054009695027,1
2024-08-03 21:53:46.450924,pod_1,-1.285044902999674,-0.9692113855631845,-0.5201127420734301,3
2024-08-03 22:03:46.450924,pod_1,-0.5345911116804705,1.476978889935497,-0.7406520237679617,1
2024-08-03 22:13:46.450924,pod_1,-1.593090667765065,-1.5662257514534448,-0.33235324316741466,1
2024-08-03 22:23:46.450924,pod_1,1.5521045149807329,0.41275164630627054,0.0244646499645458,2
2024-08-03 22:33:46.450924,pod_1,0.3122022269419776,0.5575718368409046,-0.3862188001745265,3
2024-08-03 22:43:46.450924,pod_1,-1.0129314619963383,1.3265575356706916,-0.830948580526256,2
2024-08-03 22:53:46.450924,pod_1,-0.3299812271325386,-0.2033057509604569,-0.36481604178977295,1
2024-08-03 23:03:46.450924,pod_1,-1.362261125172024,-1.1217914741515485,-0.4929699578683182,4
2024-08-03 23:13:46.450924,pod_1,0.5275023443442857,-0.7579843484709348,0.41136832435417703,4
2024-08-03 23:23:46.450924,pod_1,-0.5362012299772486,1.4880129018043844,-0.7420094165100373,3
2024-08-03 23:33:46.450924,pod_1,0.18976365301332995,-0.41906572152327515,-0.040663200294034224,4
2024-08-03 23:43:46.450924,pod_1,0.22530364921652454,0.22744899731935353,-0.3166987190431585,3
2024-08-03 23:53:46.450924,pod_1,-0.1137988015744364,0.13276704628435748,-0.3988062398443136,2
2024-08-04 00:03:46.450924,pod_1,0.8527798720551325,1.6279034954368128,-0.47458602969446884,4
2024-08-04 00:13:46.450924,pod_1,-1.2757120923113725,0.9919710230280284,-0.8686910694214393,1
2024-08-04 00:23:46.450924,pod_1,-0.40778618215213885,-0.594703091603139,-0.21886255901538054,1
2024-08-04 00:33:46.450924,pod_1,-0.30517001084285844,0.20790343452459595,-0.48316893595570964,3
2024-08-04 00:43:46.450924,pod_1,-0.28988334801081,1.658482776019345,-0.7077766624428495,1
2024-08-04 00:53:46.450924,pod_1,1.143465749660161,-1.3692154060336927,2.3073917567502105,3
2024-08-04 01:03:46.450924,pod_1,-1.0784684590808653,1.3819385130682824,-0.8489243128366436,3
2024-08-04 01:13:46.450924,pod_1,0.36990348619625735,0.7268889074253992,-0.41206308109345846,3
2024-08-04 01:23:46.450924,pod_1,-1.0303718241255773,1.5120333159703039,-0.8469634163264048,2
2024-08-04 01:33:46.450924,pod_1,-1.44768362651016,-0.4457142023560863,-0.769684085053752,2
2024-08-04 01:43:46.450924,pod_1,-1.3101713016031176,-0.8488298964755058,-0.5887291566348045,1
2024-08-04 01:53:46.450924,pod_1,-1.4315621440671231,0.042215382233261704,-0.833085417205773,3
2024-08-04 02:03:46.450924,pod_1,0.18569232114075337,1.230002070770794,-0.5535443065427551,3
2024-08-04 02:13:46.450924,pod_1,-1.4939635064906425,-0.1282057555516041,-0.83619504876959,2
2024-08-04 02:23:46.450924,pod_1,1.4767575220402527,-0.17163700072158208,0.3288242208513304,3
2024-08-04 02:33:46.450924,pod_1,1.050114189758408,0.2564622259391443,-0.06277341740297815,2
2024-08-04 02:43:46.450924,pod_1,0.9252225138782675,-0.45805639076760274,0.3214306611409235,4
2024-08-04 02:53:46.450924,pod_1,-0.15015405171777566,0.07681306765697998,-0.39400367009718845,2
2024-08-04 03:03:46.450924,pod_1,0.862721994852094,-0.8366454622469106,0.70464781225172,2
2024-08-04 03:13:46.450924,pod_1,-0.14737586955190218,1.5108753590293191,-0.6632241276463802,1
2024-08-04 03:23:46.450924,pod_1,0.040290914981441356,0.8918035218586041,-0.5313231172617139,4
2024-08-04 03:33:46.450924,pod_1,-1.1514731007645669,-1.035102728147163,-0.39089100362868817,3
2024-08-04 03:43:46.450924,pod_1,-0.028129917668379755,0.7934868534784176,-0.5306782547942684,3
2024-08-04 03:53:46.450924,pod_1,0.8900336913425035,-0.4868781341853362,0.3300277834346908,2
2024-08-04 04:03:46.450924,pod_1,-0.6624825101507955,-0.027074056819468218,-0.5458811376845972,1
2024-08-04 04:13:46.450924,pod_1,1.0075471536643137,1.163972171670034,-0.3538638303113782,1
2024-08-04 04:23:46.450924,pod_1,0.9921544626656903,1.2911475420115348,-0.38426390124221227,4
2024-08-04 04:33:46.450924,pod_1,-0.44126465680522675,0.2595869587005186,-0.53948839717425,3
2024-08-04 04:43:46.450924,pod_1,0.2199316931482437,1.3564041139987744,-0.5650993429053572,3
