timestamp,pod_name,cpu_usage,memory_usage,cpu_memory_ratio,target_metric
2024-08-03 20:03:46.450924,pod_1,-1.4485180013282544,-1.00140751420379,-0.6162417725173901,4
2024-08-03 20:03:46.450924,pod_5,0.6436477670076898,-0.6688252132030584,0.3795712999478702,2
2024-08-03 20:03:46.450924,pod_6,0.09845167418569008,-1.5545680312871122,2.015359409284417,3
2024-08-03 20:03:46.450924,pod_4,-1.0693175036249774,1.5734050703119071,-0.858688292977737,4
2024-08-03 20:03:46.450924,pod_10,0.007441098434789251,0.5413323262235925,-0.4687332977110506,2
2024-08-03 20:03:46.450924,pod_8,-0.3281818066216948,1.6350429789351117,-0.7131885909588438,1
2024-08-03 20:03:46.450924,pod_3,-1.0396101275607932,1.503811444217782,-0.8483750198598519,2
2024-08-03 20:03:46.450924,pod_9,-0.1313111435077538,1.3549602360591482,-0.6412531609063055,3
2024-08-03 20:03:46.450924,pod_7,-1.240232893120534,0.09984493543557939,-0.7739267726857904,4
2024-08-03 20:03:46.450924,pod_2,1.635854102252278,-1.6482014286968572,5.271670857704331,1
2024-08-03 20:13:46.450924,pod_9,0.1840255511920672,-0.021191989659412033,-0.2409439497180268,2
2024-08-03 20:13:46.450924,pod_1,-0.4327324598714608,0.5035810883972363,-0.5870690742818997,3
2024-08-03 20:13:46.450924,pod_3,-1.5431541546205578,-1.6136885577950155,-0.1803610600684489,2
2024-08-03 20:13:46.450924,pod_6,-0.8595695657502379,1.0563698757478472,-0.7737821151993505,2
2024-08-03 20:13:46.450924,pod_2,-0.17502676675471077,1.1754751990530223,-0.6276320367454415,2
2024-08-03 20:13:46.450924,pod_5,0.4046993858835248,0.8898244463289164,-0.4393714309121898,3
2024-08-03 20:13:46.450924,pod_8,0.6906911143506007,0.2870647030439796,-0.1889986442434871,2
2024-08-03 20:13:46.450924,pod_7,0.26960943813007004,-0.599154400539824,0.1239172814090713,1
2024-08-03 20:13:46.450924,pod_4,1.5997414268081438,-1.0130972440448156,1.5078958848826636,3
2024-08-03 20:13:46.450924,pod_10,1.1569481043761487,-0.2649766330976894,0.2691932441468144,1
2024-08-03 20:23:46.450924,pod_2,1.7074179276669859,-1.0738412320276478,1.7413232612521974,4
2024-08-03 20:23:46.450924,pod_8,0.31537556792827276,1.5232982209224801,-0.5687043621392235,1
2024-08-03 20:23:46.450924,pod_10,1.562019472534957,-0.6821591814083243,0.8817622610245156,3
2024-08-03 20:23:46.450924,pod_5,0.251932586004932,-1.2442030981495358,1.0193173579111456,3
2024-08-03 20:23:46.450924,pod_3,1.0664084496115365,0.03618434306151213,0.0474485964388861,3
2024-08-03 20:23:46.450924,pod_4,-1.5216552455015986,1.489468396856166,-0.948347853318224,1
2024-08-03 20:23:46.450924,pod_7,-0.11910720738438164,-0.13234881504830837,-0.3097566321311896,2
2024-08-03 20:23:46.450924,pod_6,-1.6343476079771513,0.2279230514448046,-0.9177079102887918,1
2024-08-03 20:23:46.450924,pod_1,-0.07376209082929448,0.9157381956709137,-0.5640440199202961,2
2024-08-03 20:23:46.450924,pod_9,0.6146141218378173,-0.5224887810207451,0.2302844285764551,3
2024-08-03 20:33:46.450924,pod_1,-0.8073352753545098,-0.7736513567129067,-0.3302697630860169,2
2024-08-03 20:33:46.450924,pod_10,0.9632659713553667,-0.7635592579641665,0.6635830234193956,3
2024-08-03 20:33:46.450924,pod_4,-0.5431522488594226,-0.4778352044083955,-0.3435279401070016,1
2024-08-03 20:33:46.450924,pod_5,-0.11146236728013127,-0.3686642547232893,-0.2018827766477349,4
2024-08-03 20:33:46.450924,pod_6,0.7140363997694859,-1.654599444502915,3.781073398470302,1
2024-08-03 20:33:46.450924,pod_2,-1.3186533846616448,-1.5414160814419746,0.0085747215704045,4
2024-08-03 20:33:46.450924,pod_8,-0.9933179920669367,-0.919533813417052,-0.3568954218891242,3
2024-08-03 20:33:46.450924,pod_9,-0.5031883462584443,0.10354002523246858,-0.5227888199873572,2
2024-08-03 20:33:46.450924,pod_3,-1.1885381944758435,-0.8117168501585532,-0.5314945466689971,1
2024-08-03 20:33:46.450924,pod_7,-0.48372660961432923,-0.3491115926261449,-0.3717786033475807,4
2024-08-03 20:43:46.450924,pod_3,-0.44976516271495864,-1.4985457349008027,1.0296849480460948,3
2024-08-03 20:43:46.450924,pod_10,-0.9515498736647274,-1.3309876713545692,0.0713845755287089,1
2024-08-03 20:43:46.450924,pod_2,1.1754521487864107,-0.03562219714195323,0.1262999071374272,1
2024-08-03 20:43:46.450924,pod_9,-1.1408448471090566,-1.4256987228956055,0.0209210899437034,1
2024-08-03 20:43:46.450924,pod_1,1.2915434872771065,-0.2158483636079593,0.2878405736050098,4
2024-08-03 20:43:46.450924,pod_8,-1.6068061841111123,-1.4902275123728201,-0.4430325057316567,1
2024-08-03 20:43:46.450924,pod_5,-1.5487683069260307,-1.428810684600479,-0.4356670692153259,4
2024-08-03 20:43:46.450924,pod_7,-0.16549597902454488,-1.0378205878625213,0.3124296116063855,1
2024-08-03 20:43:46.450924,pod_6,1.3683330972104535,1.0401438844009079,-0.2391484686562799,2
2024-08-03 20:43:46.450924,pod_4,-1.497460790069591,1.4273047661833824,-0.9410181940889172,3
2024-08-03 20:53:46.450924,pod_8,-0.365350744075065,-1.15517214962786,0.3260030426866058,4
